"C437114","0401060305","PENDRIVE  FLIX 64GB 3.0","TECNOLOGA"
"C437313","0401020901","TONER LASER NEGRO CF400A P M277DW HP","TECNOLOGA"
"C437950","0401020901","TONER GPR 36  AMARILLO 19000 PAGUINAS CANON","TECNOLOGIA"
"C438591","","DISCO DURO PORTATIL 2TB MY PASSPORT ULTRA USB 3.0",""
"C438747","0401020901","TONER CF411X CYAN LASERJET CARTRIDGE HP","TECNOLOGIA"
"C438936","0499999999","CARTUCHO T296120 NEGRO XP-231/431 EPSON","TECNOLOGA"
"C438937","0499999999","CORTUCHO T296220 CIAN XP-231/431 EPSON","TECNOLOGA"
"C438967","0402020101","RADIO PORTATIL ZS-PS50 CD-R/RW/MP3/WMA/FM-AM/USB","TECNOLOGA"
"C439180","0401080301","KIT LIMPIA PANTALLAS ANTIBACTERIAL","TECNOLOGA"
"C440125","","PROYECTOR EPSON S31 SVGA 3LCD + TELON U422410",""
"C440262","0401020901","TONER YELLOW CLT-Y404S/XAA  SAMSUNG","TECNOLOGIA"
"C440679","0401020901","TONER MP C2503H MAGENTA RICOH","TECNOLOGIA"
"C440905","0401020403","CARTRIDGE YELLOW 727 DES B3P21A  130-ML HP","TECNOLOGIA"
"C442525","0401020401","CARTUCHO CL-54XL  COLOR  PIXMA E481 CANON","TECNOLOGIA"
"C443478","0401020801","TAMBOR DE DESPERDICIOS 008R13061","TECNOLOGIA"
"C443640","0401020401","CARTUCHO 954 MAGENTA L0S53AL PRO 8210  700 PAG","TECNOLOGA"
"C443647","0401020401","CARTUCHO 954XL YELLOW  L0S68AL PRO 8210 1600 PAG","TECNOLOGA"
"C445217","0401020901","TONER 106R02778 NEGRO 3000 PAG XEROX","TECNOLOGIA"
"C446124","0401020401","CARTUCHO ORIGINAL PAGEWIDE 974A L0R87AL CIAN HP","TECNOLOGIA"
"C446436","0499999999","MONITOR 22M38H B 21.5FULL HD VESA VGA HDMI  LG","TECNOLOGIA"
"C446483","0401050201","CABLE HDMI 5 METROS NYLON MICROLAB","TECNOLOGIA"
"C447406","0401020401","CARTUCHO 106R02741 NEGRO ALTO RENDIMIENTO  XEROX","TECNOLOGIA"
"C447739","0401020901","TONER TN 311 L8850DW AMARILLO","TECNOLOGIA"
"C448763","0401060502","DVD-R 8X 47 GB FULL FACE IMPRIMIBLE BULK50","TECNOLOGA"
"C448953","0401020901","TONER COMPATIBLE LASER CF226A NEGRO PPC GOLD","TECNOLOGIA"
"C449026","0401020901","TONER COMPATIBLE TN 319Y AMARILLO PPC GOLD","TECNOLOGIA"
"C449028","0401020901","TONER COMPATIBLE TN315BK NEGRO PPC GOLD","TECNOLOGIA"
"C449493","0499999999","LECTOR DE CODIGO DE BARRA 1250G USB/PEDESTAL HONE","TECNOLOGA"
"C451740","0401020901","TONER BROTHER TN 221/225 YELLOW  HIGH QUALITY","TECNOLOGIA"
"C455003","0401020401","CARTUCHO OFFICEJET HP 940/C4902A 1000 PAG NEGRO","TECNOLOGIA"
"C455005","0401020401","CARTUCHO OFFICEJET HP 940/C4903A 900 PAG CYAN","TECNOLOGIA"
"C455916","0499999999","BASE MONITOR AJUSTABLE /NOTEBOOK","TECNOLOGA"
"C471437","0401020201","TINTA BOT GT-51 M0H57AL NEGRO 70ML HP","TECNOLOGIA"
"C474144","0401020901","TONER CF513A MAGENTA HP","TECNOLOGIA"
"C474171","0499999999","DISCO DURO 2TB HDD 7200RPM 64MB (P300)","TECNOLOGA"
"C475898","0499999999","TONER HP CF248A (48A)","TECNOLOGIA"
"C476074","0499999999","ESCANER DS-40","TECNOLOGA"
"C589924","0401020501","CINTA IMPR.EPSON S015384 P/DFX 9000","TECNOLOGA"
"C600320","0106171205","ETIQUETA LASER 25X67 750UN 5260 AVERY","OFICINA Y LIBRERA"
"C601420","0106171209","ETIQUETA LASER 216X279 100UN 5165 AVERY","OFICINA Y LIBRERA"
"C605920","0107210301","TARJETA PRESENT.LASER 5.1X8.3/250UN 5371 AVERY","OFICINA Y LIBRERA"
"C680616","0401020501","CINTA IMPR.EPSON # S015329 FX 890","TECNOLOGA"
"C685922","0401020401","CARTUCHO BROTHER NEGRO LC1100BK MFC 490CW/5490CN","TECNOLOGA"
"C688921","0401020901","TONER FOTOCOPIA RICOH TYPE 1170D 1515/161","TECNOLOGA"
"C702610","0401080601","CABLE SEGURIDAD P/NOTEBOOK C/LLAVE","TECNOLOGA"
"C791526","0401080104","PAD MOUSE GEL ERGONOMIC NEGRO","TECNOLOGA"
"C792206","0401020401","CARTUCHO HP C4906A NEGRO (940 XL)","TECNOLOGA"
"C792208","0401020401","CARTUCHO HP C4908A (940 XL) MAGENTA","TECNOLOGA"
"C792209","0401020901","TONER LASER 108R00796 P/PHASER 3635","TECNOLOGIA"
"C812312","0401080302","LIMPIEZA EQUIPOS...LIMPIA PANTALLAS Y HARDW 180GR","TECNOLOGA"
"CA00257","0401020401","CARTUCHO INKJET CANON PG 40 NEGRO P/IP 1600/1200","TECNOLOGA"
"CA02276","0401020901","TONER CANON 103EP/LBP3000","TECNOLOGA"
"CA05010","0401020401","CARTUCHO TINTA CANON PFI 102C CYAN DYE/IPF710","TECNOLOGIA"
"CA05017","0401020401","CARTUCHO TINTA CANON PFI 104 MAGENTA","TECNOLOGA"
"CA08906","0401020901","TONER CANON EP 26/X 25 P/LBP 3200/MF3110","TECNOLOGA"
"D105724","0105100103","LIBRETA APUNTE ESPIRAL 110X80 C/SURTIDO N1 RHEIN","OFICINA Y LIBRERA"
"D200642","0102150203","CARPETA SEMINARIO OF.2 BOLSILLOS Y TARJETERO NEGRO","OFICINA Y LIBRERA"
"D201824","0107220201","TARJETERO LIBRETA VINIL C/SURTIDO 96UN RHEIN","OFICINA Y LIBRERA"
"D421798","0401060201","DISCO DURO EXT CAMBIO BSC NEGRO 1 TB 3.0 TOSHIBA","TECNOLOGA"
"D426099","0107130303","PORTA CREDENCIAL RETRACTIL DURABLE 10 UN","OFICINA Y LIBRERIA"
"DS461383","","MONITOR SAMSUNG DE 27 PULGADAS",""
"E270106","0103060403","CALCULADORA BOLSILLO 8DIG HL 820LVWE CASIO","OFICINA Y LIBRERA"
"E360204","0401020501","CINTA MQ.KORES SUMADORA CAR.ELCA NYLON NG/RJ","TECNOLOGA"
"E382920","0106160201","RODILLO ETIQUETADORA MOTEX 6600","OFICINA Y LIBRERA"
"E402238","","DESTRUCTORA C/CHALLA 6 A 100 HJAS/AUTOMATICA REXE",""
"E430150","0103060502","CALCULADORA ESCRITORIO 12 DIG MS 120BM W DH CASIO","OFICINA Y LIBRERA"
"EP02902","0401020401","CARTUCHO EPSON T073420N AMAR.C79/CX3900/TX200/T23","TECNOLOGA"
"EP54998","0401020401","CARTUCHO EPSON MAGENTA 133 T133320 (T25)","TECNOLOGIA"
"F500211","0499999999","AUDIFONO STEREO NORMAL PEPITA COLOR NEGRO MAXELL","TECNOLOGA"
"FF447039","0402010503","CONTROL REMOTO SMART TV DATACOM","TECNOLOGA"
"FF447129","0499999999","MICROFONO BT KARAOKE C BATERIA DATACOM","TECNOLOGA"
"FF454802","1101010101","GUANTE LATEX AMARILLO TALLA M","NUEVOS NEGOCIOS"
"FF454814","1101010101","CUBRECALZADO C/ANTIDESLIZANTE AZUL","NUEVOS NEGOCIOS"
"FF454866","1101010101","AMPOLLETA LED 9W CALIDA UNID.","NUEVOS NEGOCIOS"
"FF454867","1101010101","AMPOLLETA LED 9W FRIA UNID.","NUEVOS NEGOCIOS"
"FF454871","0606010106","TUBO LEDCLSICO B/ALUMDOBLE CONEXIN18W","FERRETERA"
"FF454897","1101010101","SNACK GRANOLA ARNDANO LIMN 30 GRS","NUEVOS NEGOCIOS"
"FF454917","1101010101","NATIVE CREATIVIDAD 160 GRS","NUEVOS NEGOCIOS"
"FF455852","1101010101","MESINA TETERA 1000 ML","NUEVOS NEGOCIOS"
"FF455864","1101010101","SARTEN TITANIO 28 CM","NUEVOS NEGOCIOS"
"FF458770","1101010101","PLANIFICADOR SEMANAL 26HOJAS/NOTAS 6PADS","NUEVOS NEGOCIOS"
"FF458789","1101010101","MOPA ULTRASEC REPUESTO SCOTCH-BRITE","NUEVOS NEGOCIOS"
"FF458801","1101010101","PAO CELULOSA X 3 UNIDADES SCOTCH-BRITE","NUEVOS NEGOCIOS"
"FF458816","1101010101","RF4710-LA SUJETADOR INTERIOR BLANCO","NUEVOS NEGOCIOS"
"FF458817","1101010101","SUJETADOR INTERIOR BLANCO EN TIRAS","NUEVOS NEGOCIOS"
"FF458835","1101010101","LENTE SECUREFIT SF400 GRIS","NUEVOS NEGOCIOS"
"FF459970","1101010101","250 GRS CAF MOLIDO DOLCE AROMA","NUEVOS NEGOCIOS"
"FF459973","1101010101","CAJA 150UDS ESE POD CREMA BAR","NUEVOS NEGOCIOS"
"FF460747","1101010101","MARCO ALUMINIO PANEL 605X605","NUEVOS NEGOCIOS"
"FF469002","1101010101","PROTECTOR SOLAR 120 ML POMO FPS 50+","NUEVOS NEGOCIOS"
"FF469918","1101010101","TUBO LED T8 10W 3000K 60CM GLASS 900LM","NUEVOS NEGOCIOS"
"FF470727","1101010101","GUILLOTINA RODILLO SMARTCUT REXEL CARTA","NUEVOS NEGOCIOS"
"FF470843","1101010101","COTONA RESPIRABLE UNIDAD","NUEVOS NEGOCIOS"
"FF470880","1101010101","MIX DEL BOSQUE 210 GRS.","NUEVOS NEGOCIOS"
"G410273","0601110101","CANDADO MOD. 330 PROFESIONAL (30 mm)","FERRETERIA"
"G418832","0601110101","CANDADO SERIE B MOD. B60 (60 MM)","FERRETERIA"
"H115620","0106211201","SOBRE SACO EXTRA OFICIO BLANCO 90GR 25UN FULTONS","OFICINA Y LIBRERA"
"H129520","0106210602","SOBRE CARTA BLANCO 70GR 25UN CON FONDO FULTONS","OFICINA Y LIBRERA"
"H152820","0101050401","PAPEL FOTOCOPIA A4 RESMA 500HJ  XEROX","OFICINA Y LIBRERA"
"H158020","0106211901","SOBRE VISITA BLANCO  80GR. 50U. DIMERC","OFICINA Y LIBRERIA"
"H184820","0101040101","PAPEL FAX 216 X 15MT ITALFAX","OFICINA Y LIBRERA"
"H185420","0101090101","ROLLO PAPEL SUMADORA 75MMX25MT 10UN AUTOCOP.","OFICINA Y LIBRERA"
"H187720","0101050501","PAPEL FOTOCOPIA CARTA OFFICE 500HJ HP","OFICINA Y LIBRERA"
"H187821","0101050402","PAPEL FOTOCOPIA A4 SPECTRA 500HJ CELESTE DIAZOL","OFICINA Y LIBRERA"
"H187924","0101050502","PAPEL FOTOCOPIA CARTA SPECTRA  AMARILLO 500HJ","OFICINA Y LIBRERA"
"H193529","0106210701","SOBRE CD BLANCO S/VENTANA 25UN ADETEC","OFICINA Y LIBRERA"
"H196120","0101080101","ROLLO PAPEL PLOTERS 9I.4CX40M 80GR BOND 24 DIAZOL","OFICINA Y LIBRERA"
"H197920","0101050801","PAPEL FOTOCOPIA OFICIO MULTIPROPOSITO PLOMO EQUALI","OFICINA Y LIBRERIA"
"H198020","0101050301","PAPEL FOTOCOPIA A3 RESMA 500HJ 75GR VERDE CHAMEX","OFICINA Y LIBRERA"
"H199630","0101100201","ROLLO (PQT 10UN) PAPEL TERMICO 80MMX40MT 55GRS","OFICINA Y LIBRERA"
"H206098","0101060201","PAPEL FOTOGRAFICO MATE 20HJ CTA 170GR ADETEC","OFICINA Y LIBRERIA"
"H216220","0101030201","PAPEL CONTINUO ORIGINAL 11X9.5 2000UN 68GR DIMERC","OFICINA Y LIBRERA"
"H244262","0101060102","PAPEL FOTO AUTOADHESIVO BRILLANTE 20HJ CARTA 180GR","OFICINA Y LIBRERA"
"H245524","0101030101","PAPEL CONTINUO AUTOCOPIATIVO  55X95 X4 DIMERC","OFICINA Y LIBRERA"
"H287918","0101050802","PAPEL FOTOCOPIA OFICIO SPECTRA CELESTE DIAZOL","OFICINA Y LIBRERIA"
"H305126","0105020601","BLOCK FISCALITO 7MM/80HJ 1/2OF RONEO HALLEY","OFICINA Y LIBRERA"
"H380124","0105080302","CUAD.UNIV. 100HJ MAT. 7MM ONE COLOR E/D RHEIN","OFICINA Y LIBRERA"
"H397245","0103140202","NOTA ADH. POST IT 653  100HJ PASTEL RECICLADA 12","OFICINA Y LIBRERIA"
"H399934","0106171022","ETIQUETA INKJET LASER ADETEC PARA CD 50 HOJAS","OFICINA Y LIBRERA"
"Z108224","0301050101","AZUCAR GRANULADA PQTE. 1KG IANSA","ALIMENTOS"
"Z193924","0301010101","CAFE INST. DESCAFEINADO DECAF 170GR NESCAFE VIDRIO","ALIMENTOS"
"H401393","0101050801","PAPEL FOTOCOPIA OFICIO 500HJ DIMERC","OFICINA Y LIBRERA"
"H404040","0103141201","PACK 6 NOTAS POST IT POP UP R330 COLORES ULTRA","OFICINA Y LIBRERIA"
"H404424","0103140203","NOTA ADH POST IT 653 AN BLOCK 12X100HJ COLOR NEON","OFICINA Y LIBRERA"
"H412219","0401020901","TONER SAMSUNG YELLOW Y406 (CLP 365W)","TECNOLOGIA"
"H441080","0101050401","PAPEL FOTOCOPIA  90 GRS DIN A4 500 HJS CHAMEX","OFICINA Y LIBRERIA"
"H480022","0107190103","ROLLO DE BOLETOS TURNO MATIC CELESTE 3000UN","OFICINA Y LIBRERA"
"H506120","0106170302","ETIQUETA CIRCULAR 19MM 240UN ADETEC","OFICINA Y LIBRERA"
"H506812","0106170402","ETIQUETA COLOR 19X23 200UN AMARILLA ADETEC","OFICINA Y LIBRERA"
"H507520","0106170501","ETIQUETA CONTINUA 36X102 1COLUM. 4000UN ADETEC","OFICINA Y LIBRERA"
"H586019","0106171203","ETIQUETA LASER 212X138MM 50HJ 100UN ADETEC","OFICINA Y LIBRERIA"
"H600020","0101060106","PAPEL INKJET CARTA 20HJ.PHOTO GLOSSY 235GR HELIOS","OFICINA Y LIBRERA"
"H850220","0109140607","PAPEL PAPELOGRAFO 77X110CM. PQ 250UN BLANCO 80GR","OFICINA Y LIBRERA"
"H913012","0101010101","PAPEL OPALINA GOFRADA CARTA 200 GRS 100 HJS BLANCA","OFICINA Y LIBRERA"
"HP01537","0401020901","TONER HP CC364X NEGRO P/4015/4515","TECNOLOGIA"
"HP04802","0401020401","CARTUCHO INKJET HP C9362W NEGRO P/PSC 1510","TECNOLOGA"
"HP07302","0401020901","TONER HP CE390X NEGRO","TECNOLOGIA"
"HP08000","0401020401","CARTUCHO PLOTTER HP CM996A  DGR(761) 400ML P/T7110","TECNOLOGIA"
"HP08311","0401020901","TONER HP CE262A AMARILLO P/4025/4525","TECNOLOGIA"
"HP08714","0401020401","CARTUCHO HP 670 XL CZ119AL MAGENTA 3525/4615/4625","TECNOLOGA"
"HP09381","0401020301","CABEZAL HP C9381A NEGRO Y AMARILLO P/PRO 550","TECNOLOGIA"
"HP09385","0401020401","CARTUCHO INKJET HP C9385 NEGRO P/PRO K550 20.5 ML","TECNOLOGIA"
"HP09396","0401020401","CARTUCHO INKJET HP C9396AL NEGRO P/PRO K550","TECNOLOGIA"
"HP09493","0401020301","CABEZAL HP C9384A BLACK MATTE Y AMARILLO P/T1100","TECNOLOGA"
"HP09500","0401020301","CABEZAL HP C4813A AMARILLO P/2200/2250/2230","TECNOLOGA"
"HP19991","0401020401","CARTUCHO HP 933XL CN055 MAGENTA P/6100/6700","TECNOLOGA"
"HP30028","0401020401","CARTUCHO 935XL P/6830 C2P26AL AMARILLO HP","TECNOLOGIA"
"HP31068","0401020901","TONER HP CE340A NEGRO","TECNOLOGIA"
"HP31553","0401020401","CARTUCHO HP MAGENTA 971XL CN627 P/X476","TECNOLOGIA"
"HP40877","0401020401","CARTUCHO HP 662 XL  CZ106AL COLOR 2515","TECNOLOGA"
"HP42342","0401020901","TONER ORIGINAL NEGRO CF350A P/LASERJET 130 HP","TECNOLOGIA"
"HP55824","0401020901","TONER HP Q2612A P 1010 1015 1020  2.000 PAG","TECNOLOGIA"
"HP83669","0401020901","TONER HP CC530 NEGRO P CP2025 2320","TECNOLOGA"
"HP83672","0401020901","TONER HP CC533 MAGENTA P/CP2025/2320","TECNOLOGA"
"HP97794","0401020901","TONER HP CE320A LASERJET PRO CP1525/CM1415 BLK","TECNOLOGA"
"HP99032","0401020901","TONER HP CE311A CYAN P CP1025","TECNOLOGA"
"L108304","0104130403","LAPIZ TINTA 0.5MM HI TECPOINT V5 NEGRO PILOT","OFICINA Y LIBRERA"
"L108311","0104130401","LAPIZ TINTA 0.5MM HI TECPOINT V5 AZUL PILOT","OFICINA Y LIBRERA"
"L108321","0104130402","LAPIZ TINTA 0.5MM HI-TECPOINT V5 CELESTE CPO.REDON","OFICINA Y LIBRERA"
"L109313","0104100205","LAPIZ FIBRA 0.4MM ROJO 200 ARTLINE","OFICINA Y LIBRERA"
"L109404","0104100207","LAPIZ FIBRA 0.6MM NEGRO 210 ARTLINE","OFICINA Y LIBRERA"
"L109804","0104130403","LAPIZ TINTA 0.5MM UB-150 EYE NEGRO UNIBALL","OFICINA Y LIBRERIA"
"L110011","0104130501","LAPIZ TINTA 0.7MM UB 103 AZUL UNIBALL","OFICINA Y LIBRERA"
"L111318","0104120406","LAPIZ PASTA P/MEDIA BPSM VERDE PILOT","OFICINA Y LIBRERA"
"L111604","0104120203","LAPIZ PASTA P FINA BPS GP 0.7 NEGRO PILOT","OFICINA Y LIBRERA"
"L111813","0104120405","LAPIZ PASTA P/MEDIA GOLD M ROJO TORRE","OFICINA Y LIBRERA"
"L180011","0104130701","LAPIZ TINTA GEL 0.5MM AZUL TORRE","OFICINA Y LIBRERA"
"L181822","0104130702","LAPIZ TINTA GEL 0.7MM NEW VBALL GRIP NEGRO PILOT","OFICINA Y LIBRERIA"
"L184513","0104120204","LAPIZ PASTA P FINA 1UN ROJO ORANGE TRATTO UNO PAX","OFICINA Y LIBRERA"
"L185711","0104130702","LAPIZ TINTA GEL 0.7MM SUPER GEL BEGREEN AZUL PILOT","OFICINA Y LIBRERA"
"L201124","0104170202","PORTAMINA 0.5MM H165 PILOT NEGRO","OFICINA Y LIBRERA"
"L201804","0104120404","LAPIZ PASTA P MEDIA 1UN NEGRO KILOMETRICO PAPER MA","OFICINA Y LIBRERA"
"L206711","0104150901","MARCADOR PERM. DESECH. AZUL P/BIS 54 FABER CASTELL","OFICINA Y LIBRERIA"
"L300418","0104060211","DESTACADOR ESCRITORIO VERDE BOSS 70 STABILO","OFICINA Y LIBRERA"
"L300523","0104060105","DESTACADOR BOLSILLO NARANJA STABILO SWING 270","OFICINA Y LIBRERIA"
"L302004","0104110401","LAPIZ GRAFITO TECNICO B SELLOFICCE","OFICINA Y LIBRERA"
"L311018","0104060211","DESTACADOR ESCRITORIO VERDE TEXTLINER 48","OFICINA Y LIBRERA"
"L380818","0104060107","DESTACADOR BOLSILLO VERDE FULTONS","OFICINA Y LIBRERA"
"L381118","0104060211","DESTACADOR ESCRITORIO VERDE M.ACCENT SHARPIE","OFICINA Y LIBRERA"
"L385104","0104150903","MARCADOR PERM. DESECH. NEGRO P/BIS FULTONS","OFICINA Y LIBRERA"
"L400104","0104151202","MARCADOR PERM. RECARG. SCA F P RED NEGRO PILOT","OFICINA Y LIBRERA"
"L400218","0104151201","MARCADOR PERM. RECARG. SCA-B P/BIS VERDE PILOT","OFICINA Y LIBRERA"
"L400311","0104151201","MARCADOR PERM. RECARG. SCA6600 P/BIS AZUL PILOT","OFICINA Y LIBRERA"
"L400313","0104151201","MARCADOR PERM. RECARG. SCA6600 P/BIS ROJO PILOT","OFICINA Y LIBRERA"
"L400613","0104150701","MARCADOR OLEO PERM. SCPM P RED. ROJO PILOT","OFICINA Y LIBRERA"
"L402313","0104150701","MARCADOR OLEO PERM. 400 P/RED. ROJO ARTLINE","OFICINA Y LIBRERA"
"L404804","0104100204","LAPIZ FIBRA 0.3MM NEGRO SWDR TIRALINEA PILOT","OFICINA Y LIBRERA"
"L421573","0104150701","MARCADOR OLEO PERM. P/RED ROJO LUXOR","OFICINA Y LIBRERIA"
"L430184","0104120201","LAPIZ PASTA ULTRAFINO 0.7 AZUL BIC","OFICINA Y LIBRERIA"
"L430414","0104030102","BOLIGRAFO JOTTER ACERO PARKER","OFICINA Y LIBRERIA"
"L488013","0104150101","MARCADOR PERM. P/CD ROJO P.FINA SCA EF 0.9MM","OFICINA Y LIBRERA"
"L509904","0104170102","MINAS 0.5MM HB FULTONS","OFICINA Y LIBRERA"
"L601724","0104070101","LAPICES DE COL. 12UN LARGO HEXAG FABER CASTELL","OFICINA Y LIBRERA"
"L689324","0104070101","LAPICES DE COL. 12UN LARGO GREEN FABER CASTELL","OFICINA Y LIBRERA"
"LX08400","0401020404","FOTOCONDUCTOR LEXMARK E260X22G","TECNOLOGA"
"M180000","0108140101","PERCHERO MADERA 8 GANCHOS NATURAL","OFICINA Y LIBRERA"
"M180204","0107110101","PAPELERO MADERA ESMALTADO NEGRO 27X23CM S/MARCA","OFICINA Y LIBRERA"
"M180908","0202120202","PAPELERO NEGRO 13LT 30X20X30CM ACRIMET","ASEO Y LIMPIEZA"
"M180914","0202120202","PAPELERO PEQUEO C/PEDAL 6.6LTS. 23.2X20.6X29.2CM","ASEO Y LIMPIEZA"
"M292204","0908020401","TRAPERO BLANCO 40X60 CM","HOGAR"
"M437172","0108030203","KARDEX MELAMINA 4 CAJONES CEREZO","OFICINA Y LIBRERIA"
"M437215","0108080201","ESCRITORIO PATA PANEL CON ALA MELAMINA CEREZO","OFICINA Y LIBRERIA"
"M437230","0108190501","SILLA VISITA IS CON BRAZO TELA  AZUL","OFICINA Y LIBRERA"
"M437252","0108190101","SILLA ADM 206 RESP BAJO CON BRAZO FIJO TELA AZUL","OFICINA Y LIBRERIA"
"P104014","0601050101","PROTECTOR SOLAR FPS 50+ (CERTFPS 80)1000GR C/VAL","FERRETERA"
"P105304","0104150401","MARCADOR TRANSP. PERM. P/FINO SCOHF NEGRO PILOT","OFICINA Y LIBRERA"
"P105827","0108150401","PIZARRA CORCHO 120X100 M/ALUMINIO ARCOVI","OFICINA Y LIBRERA"
"P107101","0108150304","PIZARRA CENTRO MENSAJE GRIS 3M","OFICINA Y LIBRERA"
"P107124","0108150303","PIZARRA CENTRO MENSAJE CORCHO 3M","OFICINA Y LIBRERA"
"P107313","0104140404","MARCADOR PIZARRA RECARG. P/RED WBMA TM ROJO PILOT","OFICINA Y LIBRERA"
